Feeling,input
fear,": jean-jacques ed ""rt : how about using your considerable and online platform to help your fellow white voters understand everyone having the…"""
fear,": ed ""apparently there was a resister who spoke about her mental illness, as well as talking about it in her bio, she was bullied until she deactivated her acct. i don't know wtf is wrong with people. so here it goes...i am bipolar, i have sever anxiety disorder and agoraphobic."""
fear,": . | for the throne ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": ed ""i don’t get anxiety you zamboni ass niggas"""
fear,": ed ""slugs have , teeth! that's enough to eat away my constant stress, depression, and anxiety!"""
fear,": thompson ed ""there is literally no worse feeling than constant anxiety"""
fear,": ⭐⭐ ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": gonzalez-miller 💁🏽‍♀️ ed "" i don’t think my ass can handle the anxiety anyway."""
fear,": farabee ed ""rt : my anxiety & depression going face to face..."
fear,": @♿ chronically funny 🇭🇲 ed ""relatable. follow for more posts like this 💗🦄...chronicpain anxiety fibromyalgia narcolepsy spoonie chronicillness chronicfatigue eds lymedisease mcas lupus pots celiac multiplesclerosis endometriosis mentalhealthawareness migraine"
fear,": ritchie ed "" if you’re trying to make your apartment relaxing go for light greens and purples. get a bunch of indoor plants. when a neurologist diagnosed me with hyperventilation syndrome (caused by anxiety) my husband and i had to change everything. my body will go into full paralysis when"""
fear,": ed ""rt : me: they're kinda cute maybe i should go say hi-my shyness and social anxiety:"
fear,": kerney ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": villarreal ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": ed ""random anxiety attacks are messing with my head... tight chest pains are grim."""
fear,": ◟̽◞̽ saw endgame still crying ed ""my anxiety is spiking really bad right now"""
fear,": ed ""that moment when your crippling anxiety will make sure you die alone 🙃"""
fear,": ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": field ed ""i genuinely cannot believe we knwearing thd outfit i am to school you can tell hope big my waist is and i’m literally having an anxiety attack but it’s okay it’s whatever its  and i’m here to slaughter some bitches"""
fear,": capobianco ed ""having a mentalhealth disorder does not mean a person is crazy. it is a health issue that needs to be treated just like a physical health issue. mentalillness mentalwellness depression anxiety nami namiurbanla stigmafree namilosangelescounty namisgv namicares whycare"
fear,": lee ed ""rt : fuck anxiety"""
fear,": @♡ ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": @ ed ""i rather say nothing than say anything that probably will hurt you."""
fear,": taburnal 🌸 ed ""rt : cast all your anxiety on him because he cares for you -  peter :"""
fear,": ed ""zzzzebel kl dibandingin mulu sumpah itu ky,,,,, tombol anxiety level max gue dipencet wkwkwk"""
fear,": allinger ed "". confusion causes anxiety which can cause some people in split instances to be reactive or defensive rather than slow & careful. have drivers tests etc. been updated to teach new drivers about these design elements? are there education campaigns for longtime drivers?"""
fear,": ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": erbrecht ed ""after the last two got episodes, starting to get some anxiety about the possibility of feeling that feeling i had when that “smoke monster” show ended. i don’t wanna get losted!!!"""
fear,": ed ""rt : lady : ""i struggle with anxiety""shawn : ""amazing""i cant breathe omg"
fear,": g ☆ ☆ ed ""rt : having anxiety is the most silence painful experience. it makes no sense and you sit there alone and suffer for a unkno…"""
fear,": 🏳️‍🌈 ed ""rt : during the first  months postpartum, women have an increased risk of the onset or worsening of psychiatric disorders,…"""
fear,": ed ""rt : hangover anxiety is a real life thing"""
fear,": tyme ed ""many people that deal with depression and/or anxiety feel they have to be careful with what they say and how open they can be. here is a good example of how they edit their conversations. breakthestigma"
fear,": . ed ""rt : how can teachers support students with anxiety"
fear,": nikki 📚 ed ""rt : ⭐arc giveaway of the spinner of dreams!⭐if you like cursed cinnamon roll girls w/anxiety & panic; gay gentleman foxes; magic…"""
fear,": ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": ed ""rt : sea of thieves has no content.- open sandbox world- amazing ship physics and mechanics- pvp arena- emergent ai th…"""
fear,": antonette ed ""clint talking to wanda to calm her down during an anxiety attack during age of ultron was such a dad moment 😩"""
fear,": el masry ed ""excess stress and anxiety about my to do list is driving me to do absolutely nothing and so now im resting in the library ffs if anyone knows how to solve this mood please tell me"""
fear,": 🐣 ed ""the thought still won't leave me alone. fuck off anxiety i just wanna relax more till i get back to work"""
fear,": ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": ed ""i hate myself this lady just rear ended me and bc she didn’t speak english & my car looked fine i said it’s ok n she left. wtf ig that’s how i handle shit in shock bc now i feel like i’m having an anxiety attack n what if my car is fucked up. 🤦‍♀️🤦‍♀️🤦‍♀️"""
fear,": ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idk me: oh my god you’re right"
fear,": 👑 ed ""all i wanna do is *gunshot* *gunshot* *gunshot* *cash register noise* not have anxiety"""
fear,": garrison ed "" psalms : when anxiety was great within me, your consolation brought me joy."
fear,": garcia ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": duct ed ""rt : fuck anxiety"""
fear,": local big titty goth gf ⓥ ed ""sorry if i don’t as much this week, i have the separation anxiety which makes it hard to give y’all good s. just bear with me here🥺"""
fear,": ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": @❤️🙏jennabug🕊❤️ ed ""rt : cast all your anxiety on him because he cares for you -  peter :"""
fear,": ed ""rt : fuck anxiety"""
fear,": 💋 ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": ed ""rt : if any of you have anxiety, know that if you raise your arms above your head during an anxiety attack it will help allevia…"""
fear,": ed ""anxiety isssa weird bitch 😅🤣"""
fear,": ed "" i keep waiting and hoping on some action on the other investigations...in the states. so much silence, so much anxiety....ugh."""
fear,": dacosta ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": @(´｡• ᵕ •｡`) 🕷 ed ""trains in  minutes and sister isnt ready hello anxiety"""
fear,": do diabo ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": @🙄 cheldiokno ed ""anxiety is knocking once again"""
fear,": bartlett ed ""rt : pros of dating me:- i will about you /- i will spoil you with love and attention- i will be soft for you and for yo…"""
fear,": sherman ed "" trump causes me so much economic anxiety"""
fear,": fox therapies ed ""do you know that your brain doesn't know the difference between what you imagine & what's real? this is super important for people with depression & anxiety. imagine yourself happy, being confident, being free. imagination always beats logic in your mind so visualize daily!"
fear,": 🥰 ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": @🌹ceci n’est pas une roze🌹 ed ""and obvi his actions can fall under a mental disorder of some sort. i’d say psychopath. but y’all need to stop being so sensitive that they used “mental disorders” as a blanket term. we all know your depression/anxiety/bp/ etc won’t make you hurt people."""
fear,": $tulip🥀 ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": // the skin careless ed ""dodged a bit of a health scare that made my weekend anxiety-filled! and just now coming down with a flu 😷 hopefully i'll catch a break soon"""
fear,": 🤪 ed ""rt : fuck anxiety"""
fear,": ishimaru ed ""i've worked myself so hard even the smallest things send me into the throes of panic and anxiety!...oh! i'm sorry, i mean, forget beam! hahaha! i love jokes."""
fear,": mcnelis ed ""ohio could be st state to allow medical marijuana for depression, insomnia via """
fear,": ed ""rt : ⭐arc giveaway of the spinner of dreams!⭐if you like cursed cinnamon roll girls w/anxiety & panic; gay gentleman foxes; magic…"""
fear,": ed ""rt : a new study confirms that iowa went from obama to trump not because of economic anxiety, but rather because white voters re…"""
fear,": woods ed ""anxiety is such a fun illness i am having the time of my life"
fear,": snowden ed "" it's almost like giving fans what they think they want removes any of the tension and anxiety necessary to propel good wrestling storylines...."""
fear,": @❁ kayleigh ❁ ed ""rt : anxiety: aren’t you like...worried? me: about what? anxiety: idkme: oh my god you’re right"
fear,": ed ""how many anxiety attacks will i have at the airport today"""
fear,": ed ""if your anxiety level about nature is high, you are right to worry..."
disgust,": 𖤐 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": saxton ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 👑 . ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": r. barahona ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : man people are weird af!!! 😑😑 like i immediately blocked his ass! don’t do that! and this damn “sugar daddies” th…"""
disgust,": p ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ♛♡ ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 🥀 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 🍯 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""there’s a lot of guys out there tulad niya. imagine the lives of the victims who have to live with the trauma and disgust habang sila naglalakad lang, naghahanap ng susunod na victim"""
disgust,": sense ed "" shes not crazy thats just a look of disgust"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": . ed ""rt : just wanna add:it speaks highly about our classic resources esp those vegetables. just whatever they could fin…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": polsinelli ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 🐻 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": dunphy ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 's algorithm ed ""rt : please stop putting your nasty brie larson thirst on my fucking timeline you lesbians have no god damn taste thirsting ove…"""
disgust,": d ed ""(shaking head in disgust)"
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": kaur ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""one more about the royal family and i’ll shriek there is no reason for the country to still be this royalist esp with the history associated w the royal family you all disgust me especially these newspapers who will push the story"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 🌸 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ™️ ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed "" not a good look. especially on the world stage. other leaders will look at him with mistrust and disgust."""
disgust,": apple ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": hadsell ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 🤷🏽‍♀️ ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": tatt ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 🥰 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": the flannfluga vagina holster🦹🏿‍♀️ ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": &$ the usa ed ""rt : usa,israeli government officials s on israel's military attack on gaza,disgust us allwe recognizes they are in…"""
disgust,": matthys🎃🕸 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": dadoron ed "" thank you. i opened up the column & immediately saw douthat is pushing barr's lie that a legitimate fbi ci was ""spying"", was overwhelmed with disgust, & shut it down w/o reading. your thread taking down for his dishonest bootlicking was encouraging."""
disgust,": bear ✨ ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 🐧 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": faye hill 🍯🌈🌴 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": hernandez ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": . krance ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": madison ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": khalifa ed "" hey, what do you think of those poor kids being used and trained in that pennsylvania video. no disgust? no disdain? that's normal in your world? why aren't you quick to speak out on this one? you're despicable and need to go"""
disgust,": .k.a. indyjones ed ""rt : i won’t speak for anyone else but i joined the democratic party not just out of my disdain or disgust with …"""
disgust,": @ ed ""rt : prison guards regard all prisoners with contempt and disgust. her skin color didn't help and probably c…"""
disgust,": 🌺 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": luig ed "" youtube channel just got blocked in germany. i'm disgust by the fact, we didn't learn from our past. censorship youtube also rt is flaged to be state founded and ard, zdf and other german state founded media isn't flagged. propaganda at its finest."""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ᴅᴀᴠɪᴅsᴏɴ ᴀᴄᴛ ☀️ ed ""rt : i hear so much dissatisfaction and disgust in the canberra community about the state of government in australia. it’s time to…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""usa,israeli government officials s on israel's military attack on gaza,disgust us allwe recognizes they are in the same violent,thieving,terrorist club.we are not going to change their character.i am sending reports of loss to those that care,and can be of aide."
disgust,": ed ""lmfao euron really has carcked it, cercei literally looks at him with disgust and he's just like 😍😍😍 dumbass"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": knight ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ❣️ ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": head  ed ""the nazi trump cabal clearly aims to cause as much mischief as it can before they are all rightly unceremoniously ejected from office (and hopefully into prison) in . the rest of the world needs to express its disgust and opposition to these sick and rampant imperialists 🤮"
disgust,": vadlako ed ""rt : on our pm: ""a disgust for political adversaries, a measured silence towards the marginalised & the unemployed, a morbid mock…"""
disgust,": 💋 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": 🐝 ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": andrew ed ""rt : a  year old man kidnapped, raped & impregnated a  year old girl in ohio. & thanks to their heartbeat bill she will now…"""
disgust,": dent ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": venter ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": christus ed "" you sicken me."""
disgust,": ed ""is fb story really the place to post thirst traps some people sicken me"""
disgust,": ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": blue geek line ed "" such stories sicken me, but almost all of them got an ""i'm sorry..."" reply on here. why is anyone but the guy involved apologising? maybe it's an american linguistic for sympathy, but i don't get it.to me, strength includes *not* apologising when you've done nothing wrong."""
disgust,": -윤보라- ed ""if music be the food of love, play on,give me excess of it; that surfeiting,the appetite may sicken, and so die."""
disgust,": ed "" that this continues, and that the western politicians don't even want to acknowledge it, continues to sicken and infuriate me."""
disgust,": ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": hone ed "" you sicken me brick first the beatles and now this?!?! can’t be having it"""
disgust,": robinsonh ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": donald comes ed ""m̹̩̜͓̪̖ḁ̜kḙ͎ ̫̱͍͚a̯͇͉̣̖̜m͕̫eri̟c̠͚̺a ̩̲̹͎͚̤̣s̤̹ic̩̞̺̰̲̟ken̥̞͖ ̣̹̰̱͈̩̥a̭̬͎̱̳͍̫ga͉̪i̞͚̣̳n̠̬̭͓̤"""
disgust,": stief ed ""i’m so very excited for this week!! so many media interviews booked .. but is my favorite. sicken"""
disgust,": kershaw ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": lilla pjke ed "" men! är det inte farbrorn som inte ville bli stor? sicken gif det här ändå måste vara."""
disgust,": plainview ed ""their lifestyle is allowed to sicken me and i am allowed to be sickened by it moving forward (beyond reasonable doubt)"""
disgust,": miliband's yellow vest ghost 🇬🇧 🚜🐄🐖🐓💂 ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": ed ""rt : take a look at this and - and see where you’re”european values” are taking us! riot police abu…"""
disgust,": wilton ed ""take a look at this and - and see where you’re”european values” are taking us! riot police abusing a cripple! you sicken me!"
disgust,": 🌹for bernie ed "" it's always sicken me how she laughed at the way he died she hates men married to a cheater all these years has screwed w/her she needs mental health not a bottle of liquor🍸🍺🍹"""
disgust,": ed "" sicken hycklare den där anders är! en riktig sossenolla"""
disgust,": vals ed ""rt : sossarna har systematiskt i skymundan nedmonterat den svenska rättsäkerheten.sicken tur att vi va % av sverige röst…"""
disgust,": hicks ed ""correct where bro. i’m losing my fucking eyesight you know how much pain that is. it sicken really fucking bad. but there’s a difference between legally and actually being blind i’m in the middle of both."""
disgust,": simpson ed "" unable to act because of the response her behaviour elicits in me. i've been harassed etc and can block most ppl without a second thought, this person's tactics sicken me."""
disgust,": hannum🍑 ed ""rt : this should sicken everyone"""
disgust,": l. binks ed ""rt : can't enjoy our backyard when neighbors' dryersheets sicken us & pollute the air. suggesting dryerballs (our treat). it's…"""
disgust,": ed ""rt : can't enjoy our backyard when neighbors' dryersheets sicken us & pollute the air. suggesting dryerballs (our treat). it's…"""
disgust,": cybernatkate.🏴󠁧󠁢󠁳󠁣󠁴󠁿 ed "" beat them at their own game..be proud to be a cybernat..take it on & sicken them.."
disgust,": leyden ed ""snapchat memories sicken my happiness."""
disgust,": ed "" ich fande die ersten zwei folgen der achten staffel wirklich großartig,  und  fand ich bisher im vergleich eher meh. jedoch habe ich das gefühl und auch die erwartung, dass durch die  und  episode einiges geklärt wird und got einen sicken twist hinlegt, wie es nur got kann."""
disgust,": ed ""rt : it’s not a deal, it’s a surrender note to brussels. you sicken me"
disgust,": ed ""rt : i don’t usually try to spread fear & alarm but seriously, this should not only sicken you it should make you break out…"""
disgust,": beware bluewave🌊🌊🌊 ed "" why are these people such selfish assholes? do they not believe they can sicken others, or just not care?"""
disgust,": hyde ed ""rt : it’s not a deal, it’s a surrender note to brussels. you sicken me"
disgust,": e ed ""rt : it’s not a deal, it’s a surrender note to brussels. you sicken me"
disgust,": 💞 ed "" hahaha kaga ramadan yazo many hiden sicken go come out."""
disgust,": ed "" . low grade diamonds are overpriced due to artificial scarcity and decades of unscrupulous marketing. (""chocolate"" diamonds especially sicken me.). not enough money.. the ability to have artificial gemstones, chemically identical to natural ones, for a fraction of the price."""
disgust,": eriksen ed ""rt : sossarna har systematiskt i skymundan nedmonterat den svenska rättsäkerheten.sicken tur att vi va % av sverige röst…"""
disgust,": anthrax ed "" idk about the rest but i % know sicken is"""
disgust,": ed "" nemen sicken gulleplutt"""
disgust,": ed "" stänger på , sicken natt o morgon"""
disgust,": ed "" what a load of old bollocks. all you lot do is gently caress the plums of the rich. you sicken me."""
disgust,": ’s right not who’s right ed "" it was a scary world for that lovely lovely elderly woman you harassed& bullied -does it sicken you to know you are everything you hate??"""
disgust,": surya usang. ed ""rt : ㅤmusic, when soft voices die, vibrates in the memory; odours, when sweet violets sicken, live within the sense the…"""
disgust,": phillips hayes ed ""the dark intent behind mandatory vaccination is now emerging. to sicken & exterminate we the people before we wake up to their thinning the herd agenda()."
disgust,": keith ed ""i'll go without sex for  years before i become a thirsty ass dude. thirsty dudes sicken me. you might as well be a wild animal"""
disgust,": l ed ""rt : sossarna har systematiskt i skymundan nedmonterat den svenska rättsäkerheten. sicken tur att vi va % av sverige röst…"""
disgust,": andreasson ed ""sicken start på den nya veckan. terminer upp .% på sp visen. hferna är rekord nettokorta. fint detta, en äkta detox för börshumöret."
disgust,": ed ""jäklar sicken effektiv labb-syrra! fyra rör på under två minuter och då är jag inte lättstucken på nåt vis (gammal blodgivare)."""
disgust,": but better ed ""y’all sicken me."""
disgust,": ♏️ ed ""rt : yall im sickened. niggas sicken me. if a girl is drunk let her be. regardless of what she may be saying. sickend."""
disgust,": @❌ronpaulconstitution ⏳⭐⭐⭐ ed ""rt : …"""
disgust,": ed ""that is a mistake. you sicken me."""
disgust,": 🌞 ed "" sicken me"""
disgust,": .king ed ""rt : yall im sickened. niggas sicken me. if a girl is drunk let her be. regardless of what she may be saying. sickend."""
disgust,": barebones ed "" bla bla bla. you sicken me"""
disgust,": j sweeney ed "" as an old soldier chicken hawks sicken me."""
disgust,": balamaci ed "" as a nurse, and a mother, your words sicken me. why don't you stop lying about infanticide and repair the suffering you've caused innocent children ripped from their grieving parents' arns? if you honestly cared about the lives of infants and children, you wouldnt torture them."""
disgust,": ed "" showing your true colors. democracy doesn't matter, only power for white men. you sicken me."""
disgust,": ✌️ ed ""rt : sundays i avoid the tl at all cost cause got fans does sicken me"""
disgust,": ed ""rt : dream on!! damning info will destroy the democrats!! a president spying on a presidential can…"""
disgust,": padgett ed ""this should sicken and disgust every american. gazaunderattack"
disgust,": taranpu ed "" trampling all over someone's rights again, huh democrats. god you people and your backwards morality just sicken me."""
disgust,": ⭐️⭐️⭐️ ed "" dream on!! damning info will destroy the democrats!! a president spying on a presidential candidate from the opposition party is ok? you are in for a rude awakening!! all the horrors that have been committed will sicken you!!"""
disgust,": kern ed "" is that so perp protector, you sicken me!"""
disgust,": .y ed ""girl tha hoes is sicken 😩😂"""
disgust,": aktar ed ""imo sicken record video adio sound awit systems"""
disgust,": ed ""yall im sickened. niggas sicken me. if a girl is drunk let her be. regardless of what she may be saying. sickend."""
disgust,": lytonya ❤ ed ""sundays i avoid the tl at all cost cause got fans does sicken me"""
disgust,": .mkayy ed ""i hate sicken ass ppl"""
disgust,": got s worded ed "" you sicken meeee svbjjjhf"""
disgust,": ☕️hauk-meeker ☕️🌈 ed ""rt : when reviewing replies to ableg s i despair of albertans. who are these people? thank gawd i seldom en…"""
disgust,": g ed "" you sicken me"""
disgust,": corbo ed ""i am greedy with words darling.the next lover i will have will tell me erotic poetry you can't even begin dream of.there will be no brevity. endless and amorous adoration that will sicken you. what you mean modern you mean i speak my mind you oaf. flashfiction truth"""
disgust,": @🍖gammon honk the nd🍖 ed ""rt : 🤬🤬 that single, arrogant, comment from you sums up just why your “ilk” are despised. my revulsion at…"""
disgust,": 🚫👕 populathion ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": bvb ed ""rt : 🤬🤬 that single, arrogant, comment from you sums up just why your “ilk” are despised. my revulsion at…"""
disgust,": ed ""rt : 🤬🤬 that single, arrogant, comment from you sums up just why your “ilk” are despised. my revulsion at…"""
disgust,": vitale ed ""rt : . it increasingly feels like biden, if he's the democratic nominee, will be hilary clinton ., but worse. a campaign based…"""
disgust,": sheldon ed ""rt : 🤬🤬 that single, arrogant, comment from you sums up just why your “ilk” are despised. my revulsion at…"""
disgust,": 🤷🏻‍♀️ ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
disgust,": lou begas ed "" i played a lot of ut as a kid and actually had a knee-jerk revulsion to ut when it came out but once  came along i was hooked."""
disgust,": @🇬🇧🖕🏻to the eussr 🇬🇧 ed "" 🤬🤬 that single, arrogant, comment from you sums up just why your “ilk” are despised. my revulsion at you and most of utterly treacherous, out of touch colleagues knows no bounds.you disgust me and millions like me.i’m so looking forwards to seeing you dumped next ge"""
disgust,": 🌊 ed ""rt : one day, we will look back at mass incarceration and the american criminal justice system, w/ its vast cruelty and dehum…"""
